budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
245000000.0,B24,United Kingdom,Sam Mendes,Action,880681519.0,Spectre,PG-13,2015-11-06,148.0,6.8,Daniel Craig,393000.0,John Logan,2015
30000000.0,Cross Creek Pictures,United Kingdom,Brian Helgeland,Biography,42972994.0,Legend,R,2015-11-20,132.0,6.9,Tom Hardy,164000.0,Brian Helgeland,2015
49000000.0,Columbia Pictures,South Africa,Neill Blomkamp,Action,102811889.0,Chappie,R,2015-03-06,120.0,6.8,Sharlto Copley,235000.0,Neill Blomkamp,2015
2500000.0,Black Bear Pictures,United States,Eli Roth,Drama,5567103.0,Knock Knock,R,2015-10-09,99.0,4.9,Keanu Reeves,87000.0,Eli Roth,2015
100000000.0,Warner Bros.,United States,Ron Howard,Action,93920758.0,In the Heart of the Sea,PG-13,2015-12-11,122.0,6.9,Chris Hemsworth,128000.0,Charles Leavitt,2015
3500000.0,Duplass Brothers Productions,United States,Bryan Buckley,Comedy,615816.0,The Bronze,R,2016-03-18,100.0,6.1,Melissa Rauch,11000.0,Melissa Rauch,2015
35000000.0,Waverly Films,United States,Nancy Meyers,Comedy,194564672.0,The Intern,PG-13,2015-06-25,121.0,7.1,Robert De Niro,231000.0,Nancy Meyers,2015
160000000.0,Lionsgate,United States,Francis Lawrence,Action,658344137.0,The Hunger Games: Mockingjay - Part 2,PG-13,2015-11-20,137.0,6.6,Jennifer Lawrence,297000.0,Peter Craig,2015
55000000.0,Working Title Films,United Kingdom,Baltasar Kormákur,Action,203427584.0,Everest,PG-13,2015-06-25,121.0,7.1,Jason Clarke,205000.0,William Nicholson,2015
70000000.0,Forward Pass,United States,Michael Mann,Action,19652057.0,Blackhat,R,2015-01-16,133.0,5.4,Chris Hemsworth,56000.0,Morgan Davis Foehl,2015
65000000.0,Twentieth Century Fox,United States,Paul Feig,Action,235666219.0,Spy,R,2015-06-05,120.0,7.0,Melissa McCarthy,234000.0,Paul Feig,2015
120000000.0,Twentieth Century Fox,United States,Josh Trank,Action,167882881.0,Fantastic Four,PG-13,2015-08-07,100.0,4.2,Miles Teller,156000.0,Jeremy Slater,2015
150000000.0,Paramount Pictures,United States,Christopher McQuarrie,Action,682716636.0,Mission: Impossible - Rogue Nation,PG-13,2015-07-31,131.0,7.4,Tom Cruise,350000.0,Bruce Geller,2015
5000000.0,Blinding Edge Pictures,United States,M. Night Shyamalan,Horror,98450062.0,The Visit,PG-13,2015-06-11,94.0,6.2,Olivia DeJonge,119000.0,M. Night Shyamalan,2015
31000000.0,BenderSpink,United States,John Francis Daley,Adventure,107228221.0,Vacation,R,2015-07-29,99.0,6.1,Ed Helms,103000.0,Jonathan Goldstein,2015
35000000.0,Metro-Goldwyn-Mayer (MGM),United States,Ryan Coogler,Drama,173567581.0,Creed,PG-13,2015-11-25,133.0,7.6,Michael B. Jordan,254000.0,Ryan Coogler,2015
25000000.0,Lakeshore Entertainment,United States,Lee Toland Krieger,Drama,65663276.0,The Age of Adaline,PG-13,2015-04-24,112.0,7.2,Blake Lively,160000.0,J. Mills Goodloe,2015
53000000.0,Cross Creek Pictures,United States,Scott Cooper,Biography,99775678.0,Black Mass,R,2015-06-18,123.0,6.9,Johnny Depp,171000.0,Mark Mallouk,2015
50100000.0,Kramer & Sigman Films,United States,Glenn Ficarra,Comedy,158762963.0,Focus,R,2015-02-27,105.0,6.6,Will Smith,226000.0,Glenn Ficarra,2015
135000000.0,DreamWorks Animation,United States,Tim Johnson,Animation,386041607.0,Home,PG,2015-03-27,94.0,6.6,Jim Parsons,95000.0,Tom J. Astle,2015
176000000.0,Warner Bros.,United States,Lana Wachowski,Action,183887723.0,Jupiter Ascending,PG-13,2015-02-06,127.0,5.3,Channing Tatum,182000.0,Lilly Wachowski,2015
13000000.0,BRON Studios,United States,Marc Abraham,Biography,1767963.0,I Saw the Light,R,2016-04-01,123.0,5.8,Tom Hiddleston,6700.0,Marc Abraham,2015
74000000.0,Illumination Entertainment,United States,Kyle Balda,Animation,1159444662.0,Minions,PG,2015-07-10,91.0,6.4,Sandra Bullock,218000.0,Brian Lynch,2015
29000000.0,Brownstone Productions (II),United States,Elizabeth Banks,Comedy,287144079.0,Pitch Perfect 2,PG-13,2015-05-15,115.0,6.4,Anna Kendrick,146000.0,Kay Cannon,2015
110000000.0,New Line Cinema,United States,Brad Peyton,Action,473990832.0,San Andreas,PG-13,2015-05-29,114.0,6.1,Dwayne Johnson,219000.0,Carlton Cuse,2015
35000000.0,Universal Pictures,United States,Judd Apatow,Comedy,140795793.0,Trainwreck,R,2015-07-17,125.0,6.2,Amy Schumer,132000.0,Amy Schumer,2015
190000000.0,Walt Disney Pictures,United States,Brad Bird,Action,209035668.0,Tomorrowland,PG,2015-05-22,130.0,6.4,George Clooney,175000.0,Damon Lindelof,2015
40000000.0,Dreamworks Pictures,United States,Steven Spielberg,Drama,165478348.0,Bridge of Spies,PG-13,2015-10-16,142.0,7.6,Tom Hanks,295000.0,Matt Charman,2015
15000000.0,Working Title Films,United Kingdom,Tom Hooper,Biography,64191523.0,The Danish Girl,R,2016-01-22,119.0,7.1,Eddie Redmayne,170000.0,Lucinda Coxon,2015
110000000.0,Summit Entertainment,United States,Robert Schwentke,Action,297002527.0,The Divergent Series: Insurgent,PG-13,2015-03-20,119.0,6.2,Shailene Woodley,223000.0,Brian Duffield,2015
28000000.0,Universal Pictures,United States,F. Gary Gray,Biography,201634991.0,Straight Outta Compton,R,2015-08-14,147.0,7.8,O'Shea Jackson Jr.,185000.0,Jonathan Herman,2015
11800000.0,The Weinstein Company,United Kingdom,Todd Haynes,Drama,40272135.0,Carol,R,2016-01-15,118.0,7.2,Cate Blanchett,120000.0,Phyllis Nagy,2015
16200000.0,Bold Films,United States,John Erick Dowdle,Action,54418872.0,No Escape,R,2015-08-26,103.0,6.8,Lake Bell,81000.0,John Erick Dowdle,2015
4000000.0,Universal Pictures,United States,Rob Cohen,Thriller,52425855.0,The Boy Next Door,R,2015-01-23,91.0,4.7,Jennifer Lopez,40000.0,Barbara Curry,2015
30000000.0,Escape Artists,Hong Kong,Antoine Fuqua,Action,91970827.0,Southpaw,R,2015-07-24,124.0,7.4,Jake Gyllenhaal,223000.0,Kurt Sutter,2015
61000000.0,Gotham Group,United States,Wes Ball,Action,312296056.0,Maze Runner: The Scorch Trials,PG-13,2015-06-18,131.0,6.3,Dylan O'Brien,230000.0,T.S. Nowlin,2015
90000000.0,Summit Entertainment,United States,Breck Eisner,Action,146936910.0,The Last Witch Hunter,PG-13,2015-10-23,106.0,6.0,Vin Diesel,98000.0,Cory Goodman,2015
5000000.0,Broad Green Pictures,United States,Jeremy Saulnier,Horror,3769214.0,Green Room,R,2016-05-13,95.0,7.0,Anton Yelchin,112000.0,Jeremy Saulnier,2015
20000000.0,3 Arts Entertainment,United States,John Wells,Comedy,36606743.0,Burnt,R,2015-10-30,101.0,6.6,Bradley Cooper,110000.0,Steven Knight,2015
200000000.0,Pixar Animation Studios,United States,Peter Sohn,Animation,332207671.0,The Good Dinosaur,PG,2015-11-25,93.0,6.7,Jeffrey Wright,106000.0,Bob Peterson,2015
5000000.0,Blumhouse Productions,United States,Joel Edgerton,Drama,58980521.0,The Gift,R,2015-08-07,108.0,7.0,Jason Bateman,145000.0,Joel Edgerton,2015
105000000.0,Alcon Entertainment,China,Ericson Core,Action,133718711.0,Point Break,PG-13,2015-12-25,114.0,5.3,Edgar Ramírez,60000.0,Kurt Wimmer,2015
40000000.0,Gary Sanchez Productions,United States,Etan Cohen,Comedy,111711453.0,Get Hard,R,2015-03-27,100.0,6.0,Will Ferrell,127000.0,Jay Martel,2015
35000000.0,Twentieth Century Fox,United States,Aleksander Bach,Action,82347656.0,Hitman: Agent 47,R,2015-08-21,96.0,5.7,Rupert Friend,87000.0,Skip Woods,2015
30000000.0,Warner Bros.,United States,Doug Ellin,Comedy,49263404.0,Entourage,R,2015-06-03,104.0,6.6,Adrian Grenier,77000.0,Doug Ellin,2015
30000000.0,Universal Pictures,United Kingdom,Danny Boyle,Biography,34441873.0,Steve Jobs,R,2015-10-23,122.0,7.2,Michael Fassbender,160000.0,Aaron Sorkin,2015
15000000.0,Paramount Pictures,United States,Christopher Landon,Action,16137046.0,Scouts Guide to the Zombie Apocalypse,R,2015-10-30,93.0,6.3,Tye Sheridan,47000.0,Carrie Lee Wilson,2015
2000000.0,Bazelevs Production,Russia,Ilya Naishuller,Action,16810562.0,Hardcore Henry,R,2016-04-08,96.0,6.7,Sharlto Copley,90000.0,Ilya Naishuller,2015
60000000.0,Fox 2000 Pictures,United States,David O. Russell,Biography,101134059.0,Joy,PG-13,2015-12-25,124.0,6.6,Jennifer Lawrence,131000.0,David O. Russell,2015
25000000.0,Broadway Video,United States,Jared Hess,Biography,29674699.0,Masterminds,PG-13,2016-06-30,95.0,5.8,Zach Galifianakis,52000.0,Chris Bowman,2015
11000000.0,Wildgaze Films,United Kingdom,John Crowley,Drama,62402155.0,Brooklyn,PG-13,2015-11-25,117.0,7.5,Saoirse Ronan,135000.0,Nick Hornby,2015
26000000.0,Focus Features,United States,Tarsem Singh,Action,31807156.0,Self/less,PG-13,2015-07-10,117.0,6.5,Ryan Reynolds,93000.0,Àlex Pastor,2015
68000000.0,Universal Pictures,United States,Seth MacFarlane,Comedy,215863606.0,Ted 2,R,2015-06-26,115.0,6.3,Mark Wahlberg,191000.0,Seth MacFarlane,2015
150000000.0,Warner Bros.,United States,Joe Wright,Adventure,128388320.0,Pan,PG,2015-10-09,111.0,5.7,Levi Miller,62000.0,Jason Fuchs,2015
88000000.0,Columbia Pictures,United States,Chris Columbus,Action,244874809.0,Pixels,PG-13,2015-07-24,105.0,5.5,Adam Sandler,135000.0,Tim Herlihy,2015
10000000.0,Black Label Media,United States,Jean-Marc Vallée,Comedy,4366460.0,Demolition,R,2016-04-08,101.0,7.0,Jake Gyllenhaal,93000.0,Bryan Sipe,2015
15000000.0,See-Saw Films,United Kingdom,Justin Kurzel,Drama,16322067.0,Macbeth,R,2015-12-11,113.0,6.6,Michael Fassbender,54000.0,Todd Louiso,2015
50000000.0,Paramount Pictures,United States,Sean Anders,Comedy,242786137.0,Daddy's Home,PG-13,2015-12-25,96.0,6.2,Will Ferrell,112000.0,Brian Burns,2015
50000000.0,Warner Bros.,United States,Jaume Collet-Serra,Action,71561644.0,Run All Night,R,2015-03-13,114.0,6.6,Liam Neeson,105000.0,Brad Ingelsby,2015
8000000.0,Amasia Entertainment,United States,Paco Cabezas,Action,607595.0,Mr. Right,R,2016-04-08,95.0,6.4,Anna Kendrick,52000.0,Max Landis,2015
14800000.0,Warner Bros.,United States,Gregory Jacobs,Comedy,117813057.0,Magic Mike XXL,R,2015-07-01,115.0,5.6,Channing Tatum,53000.0,Reid Carolin,2015
8500000.0,CBS Films,United States,Ari Sandel,Comedy,43709744.0,The DUFF,PG-13,2015-02-20,101.0,6.5,Mae Whitman,87000.0,Josh A. Cagan,2015
15000000.0,Bleecker Street Films,United States,Jay Roach,Biography,11430025.0,Trumbo,R,2015-11-27,124.0,7.5,Bryan Cranston,78000.0,John McNamara,2015
80000000.0,Columbia Pictures,United States,Genndy Tartakovsky,Animation,474800000.0,Hotel Transylvania 2,PG,2015-06-25,89.0,6.7,Adam Sandler,113000.0,Robert Smigel,2015
34000000.0,Fox 2000 Pictures,United States,George Tillman Jr.,Drama,62944815.0,The Longest Ride,PG-13,2015-04-10,123.0,7.1,Scott Eastwood,79000.0,Nicholas Sparks,2015
65000000.0,Davis Entertainment,United Kingdom,Paul McGuigan,Drama,34227298.0,Victor Frankenstein,PG-13,2015-11-25,110.0,6.0,Daniel Radcliffe,54000.0,Max Landis,2015
10000000.0,Gramercy Pictures (I),Canada,Leigh Whannell,Horror,112983889.0,Insidious: Chapter 3,PG-13,2015-06-05,97.0,6.1,Dermot Mulroney,97000.0,Leigh Whannell,2015
58000000.0,Sony Pictures Animation,United States,Rob Letterman,Adventure,158261424.0,Goosebumps,PG,2015-10-16,103.0,6.3,Jack Black,83000.0,Darren Lemke,2015
37000000.0,Columbia Pictures,United States,Cameron Crowe,Comedy,26250020.0,Aloha,PG-13,2015-05-29,105.0,5.4,Bradley Cooper,64000.0,Cameron Crowe,2015
18026148.0,Arka Mediaworks,India,S.S. Rajamouli,Action,24548038.0,Baahubali: The Beginning,Not Rated,2015-07-09,159.0,8.0,Prabhas,107000.0,Vijayendra Prasad,2015
23000000.0,LStar Capital,United States,Jeremy Garelick,Comedy,79799880.0,The Wedding Ringer,R,2015-01-16,101.0,6.6,Kevin Hart,72000.0,Jeremy Garelick,2015
30000000.0,Little Stranger,United States,Jason Moore,Comedy,105011053.0,Sisters,R,2015-12-18,118.0,6.0,Amy Poehler,64000.0,Paula Pell,2015
19500000.0,IM Global,United States,Billy Ray,Crime,34854990.0,Secret in Their Eyes,PG-13,2015-11-20,111.0,6.3,Chiwetel Ejiofor,46000.0,Billy Ray,2015
11000000.0,Gravier Productions,United States,Woody Allen,Comedy,27391084.0,Irrational Man,R,2015-08-07,95.0,6.6,Joaquin Phoenix,60000.0,Woody Allen,2015
30000000.0,Lionsgate,United States,Simon West,Action,6738764.0,Wild Card,R,2015-01-14,92.0,5.6,Jason Statham,53000.0,William Goldman,2015
12000000.0,Fox 2000 Pictures,United States,Jake Schreier,Adventure,85512300.0,Paper Towns,PG-13,2015-07-24,109.0,6.2,Nat Wolff,98000.0,Scott Neustadter,2015
6000000.0,BBC Films,United Kingdom,Nicholas Hytner,Biography,41387687.0,The Lady in the Van,PG-13,2016-02-26,104.0,6.7,Maggie Smith,27000.0,Alan Bennett,2015
74000000.0,Paramount Animation,United States,Paul Tibbitt,Animation,325186032.0,The SpongeBob Movie: Sponge Out of Water,PG,2015-02-06,92.0,6.0,Tom Kenny,51000.0,Jonathan Aibel,2015
50000000.0,Summit Entertainment,Czech Republic,Daniel Espinosa,Crime,12951093.0,Child 44,R,2015-04-17,137.0,6.5,Tom Hardy,68000.0,Richard Price,2015
6000000.0,Red Crown Productions,United States,Cary Joji Fukunaga,Drama,90777.0,Beasts of No Nation,TV-MA,2015-10-16,137.0,7.7,Abraham Attah,76000.0,Cary Joji Fukunaga,2015
8000000.0,Fox Searchlight Pictures,United States,Alfonso Gomez-Rejon,Comedy,9074749.0,Me and Earl and the Dying Girl,PG-13,2015-07-01,105.0,7.7,Thomas Mann,126000.0,Jesse Andrews,2015
35000000.0,LStar Capital,United Kingdom,Peter Landesman,Biography,48623572.0,Concussion,PG-13,2015-12-25,123.0,7.1,Will Smith,89000.0,Peter Landesman,2015
2000000.0,Caviar,United States,Marielle Heller,Comedy,1775133.0,The Diary of a Teenage Girl,R,2015-08-28,102.0,6.9,Bel Powley,30000.0,Phoebe Gloeckner,2015
35000000.0,Sony Pictures Entertainment (SPE),United States,Robert Zemeckis,Action,61181942.0,The Walk,PG,2015-10-09,123.0,7.3,Joseph Gordon-Levitt,123000.0,Robert Zemeckis,2015
100000.0,Duplass Brothers Productions,United States,Sean Baker,Comedy,828874.0,Tangerine,R,2015-07-10,88.0,7.1,Kitana Kiki Rodriguez,28000.0,Sean Baker,2015
8000000.0,Route One Entertainment,United States,Ken Kwapis,Adventure,37461274.0,A Walk in the Woods,R,2015-06-02,104.0,6.4,Robert Redford,26000.0,Michael Arndt,2015
10000000.0,Entertainment One,United States,Ciarán Foy,Horror,53329150.0,Sinister 2,R,2015-08-21,97.0,5.3,James Ransone,50000.0,Scott Derrickson,2015
8000000.0,Paramount Animation,United Kingdom,Duke Johnson,Animation,5659286.0,Anomalisa,R,2016-03-11,90.0,7.3,David Thewlis,68000.0,Charlie Kaufman,2015
6000000.0,Sycamore Pictures,United States,Anna Boden,Comedy,422746.0,Mississippi Grind,R,2015-08-13,108.0,6.4,Ben Mendelsohn,22000.0,Anna Boden,2015
11000000.0,Origin Pictures,United Kingdom,Simon Curtis,Biography,61619773.0,Woman in Gold,PG-13,2015-04-10,109.0,7.3,Helen Mirren,56000.0,Alexi Kaye Campbell,2015
23000000.0,Hurwitz Creative,United Kingdom,Dexter Fletcher,Biography,46152800.0,Eddie the Eagle,PG-13,2016-02-26,106.0,7.4,Taron Egerton,88000.0,Simon Kelton,2015
13000000.0,Raindog Films,United Kingdom,Gavin Hood,Action,35259653.0,Eye in the Sky,R,2016-04-01,102.0,7.3,Helen Mirren,81000.0,Guy Hibbert,2015
10000000.0,Blueprint Pictures,United Kingdom,John Madden,Comedy,85978292.0,The Second Best Exotic Marigold Hotel,PG,2015-03-06,122.0,6.6,Judi Dench,32000.0,Ol Parker,2015
35000000.0,Fox 2000 Pictures,United States,Gil Kenan,Horror,95437994.0,Poltergeist,PG-13,2015-05-22,93.0,4.9,Sam Rockwell,56000.0,David Lindsay-Abaire,2015
3200000.0,Anonymous Content,United States,Lorene Scafaria,Comedy,5425148.0,The Meddler,PG-13,2016-06-03,103.0,6.3,Susan Sarandon,12000.0,Lorene Scafaria,2015
2000000.0,StudioCanal,United Kingdom,Max Joseph,Drama,11122090.0,We Are Your Friends,R,2015-08-28,96.0,6.2,Zac Efron,37000.0,Max Joseph,2015
600000.0,Depth of Field,United States,Paul Weitz,Comedy,7205073.0,Grandma,R,2015-06-18,79.0,6.7,Lily Tomlin,15000.0,Paul Weitz,2015
10000000.0,Universal Pictures,France,Angelina Jolie,Drama,3334927.0,By the Sea,R,2015-12-09,122.0,5.3,Brad Pitt,19000.0,Angelina Jolie,2015
60000000.0,MWM Studios,United Kingdom,David Koepp,Action,47275717.0,Mortdecai,R,2015-01-23,107.0,5.5,Johnny Depp,69000.0,Eric Aronson,2015
12000000.0,Insurge Pictures,United States,Dean Israelite,Drama,33213241.0,Project Almanac,PG-13,2015-01-30,106.0,6.4,Amy Landecker,77000.0,Jason Pagan,2015
10000000.0,Pressman Film,United Kingdom,Matt Brown,Biography,12252684.0,The Man Who Knew Infinity,PG-13,2016-04-29,108.0,7.2,Dev Patel,53000.0,Matt Brown,2015
7500000.0,Silver Reel,Iceland,Craig Zobel,Drama,381839.0,Z for Zachariah,PG-13,2015-08-13,98.0,6.0,Chiwetel Ejiofor,29000.0,Nissar Modi,2015
16000000.0,Freedom Media,United States,Drake Doremus,Drama,2084628.0,Equals,PG-13,2016-05-26,101.0,6.1,Nicholas Hoult,29000.0,Nathan Parker,2015
7000000.0,i am OTHER,United States,Rick Famuyiwa,Adventure,17986781.0,Dope,R,2015-06-19,103.0,7.2,Shameik Moore,82000.0,Rick Famuyiwa,2015
35000000.0,Metro-Goldwyn-Mayer (MGM),United States,Anne Fletcher,Action,51380201.0,Hot Pursuit,PG-13,2015-05-08,87.0,5.2,Reese Witherspoon,49000.0,David Feeney,2015
15000000.0,Legendary Entertainment,United States,Michael Dougherty,Comedy,61548707.0,Krampus,PG-13,2015-12-04,98.0,6.2,Adam Scott,66000.0,Todd Casey,2015
40000000.0,Open Road Films (II),United States,Pierre Morel,Action,24177137.0,The Gunman,R,2015-03-20,115.0,5.8,Sean Penn,40000.0,Jean-Patrick Manchette,2015
25000000.0,Columbia Pictures,United States,Jonathan Levine,Comedy,52395996.0,The Night Before,R,2015-11-20,101.0,6.4,Joseph Gordon-Levitt,68000.0,Jonathan Levine,2015
5000000.0,Astute Films,United States,Michael Polish,Drama,4842699.0,90 Minutes in Heaven,PG-13,2015-06-11,121.0,4.8,Kate Bosworth,3500.0,Michael Polish,2015
36000000.0,Golden Harvest Company,China,Wilson Yip,Action,157029618.0,Ip Man 3,PG-13,2015-12-24,105.0,7.1,Donnie Yen,51000.0,Tai-lee Chan,2015
17000000.0,Mayhem Pictures,United States,Niki Caro,Biography,45710059.0,"McFarland, USA",PG,2015-02-20,129.0,7.4,Kevin Costner,36000.0,Christopher Cleveland,2015
99000000.0,Twentieth Century Fox Animation,United States,Steve Martino,Animation,246233113.0,The Peanuts Movie,G,2015-11-06,88.0,7.1,Noah Schnapp,43000.0,Craig Schulz,2015
15000000.0,Covert Media,United States,Barry Levinson,Comedy,3394174.0,Rock the Kasbah,R,2015-10-23,106.0,5.5,Bill Murray,11000.0,Mitch Glazer,2015
25000000.0,Bloom,United States,Gus Van Sant,Drama,906995.0,The Sea of Trees,PG-13,2016-08-26,110.0,6.1,Matthew McConaughey,15000.0,Chris Sparling,2015
90000000.0,Fox 2000 Pictures,United States,Walt Becker,Animation,234798636.0,Alvin and the Chipmunks: The Road Chip,PG,2015-12-18,92.0,5.0,Jason Lee,18000.0,Ross Bagdasarian,2015
3300000.0,Blumhouse Productions,United States,David Gelb,Horror,38356892.0,The Lazarus Effect,PG-13,2015-02-27,83.0,5.2,Olivia Wilde,42000.0,Luke Dawson,2015
17000000.0,CBS Films,United States,Jessie Nelson,Comedy,42426912.0,Love the Coopers,PG-13,2015-11-13,107.0,5.8,Steve Martin,22000.0,Steven Rogers,2015
26000000.0,Alcon Entertainment,Chile,Patricia Riggen,Biography,27972023.0,The 33,PG-13,2015-11-13,127.0,6.9,Antonio Banderas,37000.0,Mikko Alanne,2015
81200000.0,Onyx Films,France,Mark Osborne,Animation,97571250.0,The Little Prince,PG,2016-08-05,108.0,7.7,Jeff Bridges,58000.0,Irena Brignull,2015
11000000.0,Motlys,Norway,Joachim Trier,Drama,1160724.0,Louder Than Bombs,R,2015-10-02,109.0,6.6,Jesse Eisenberg,12000.0,Joachim Trier,2015
100000.0,New Line Cinema,United States,Travis Cluff,Horror,42964410.0,The Gallows,R,2015-07-10,81.0,4.3,Reese Mishler,20000.0,Chris Lofing,2015
2000000.0,Film4,United Kingdom,John Maclean,Action,1295574.0,Slow West,R,2015-04-16,84.0,6.9,Kodi Smit-McPhee,44000.0,John Maclean,2015
800000.0,Audax Films,United States,Jon Watts,Crime,143658.0,Cop Car,R,2015-08-07,88.0,6.3,Kevin Bacon,31000.0,Jon Watts,2015
5000000.0,Allspark Pictures,United States,Jon M. Chu,Adventure,2333684.0,Jem and the Holograms,PG,2015-10-23,118.0,4.2,Aubrey Peeples,7500.0,Ryan Landels,2015
2000000.0,BN Films,United States,Jerry Jameson,Action,2801508.0,Captive,PG-13,2015-06-18,97.0,5.4,Kate Mara,6500.0,Brian Bird,2015
28000000.0,Fortis Films,United States,David Gordon Green,Comedy,8527658.0,Our Brand Is Crisis,R,2015-10-30,107.0,6.1,Sandra Bullock,21000.0,Rachel Boynton,2015
35000000.0,New Regency Productions,United States,Ken Scott,Comedy,14431253.0,Unfinished Business,R,2015-03-06,91.0,5.4,Vince Vaughn,33000.0,Steve Conrad,2015
14000000.0,Paramount Pictures,United States,Steve Pink,Comedy,13081651.0,Hot Tub Time Machine 2,R,2015-02-20,93.0,5.1,Rob Corddry,38000.0,Josh Heald,2015
1000000.0,Red Crown Productions,United States,Michael Showalter,Comedy,14659448.0,"Hello, My Name Is Doris",R,2016-04-01,90.0,6.6,Sally Field,19000.0,Laura Terruso,2015
18000000.0,Clinica Estetico,United States,Jonathan Demme,Comedy,41325328.0,Ricki and the Flash,PG-13,2015-08-07,101.0,5.9,Meryl Streep,23000.0,Diablo Cody,2015
10000000.0,Big Indie Pictures,United States,Dan Fogelman,Biography,10835752.0,Danny Collins,R,2015-04-10,106.0,7.0,Al Pacino,30000.0,Dan Fogelman,2015
11000000.0,Miramax,United Kingdom,Bill Condon,Drama,29355203.0,Mr. Holmes,PG,2015-07-24,104.0,6.9,Ian McKellen,62000.0,Mitch Cullin,2015
30000000.0,Columbia Pictures,United States,Andy Fickman,Action,107588225.0,Paul Blart: Mall Cop 2,PG,2015-04-17,94.0,4.4,Kevin James,35000.0,Kevin James,2015
3000000.0,FaithStep Films,United States,Alex Kendrick,Drama,73256266.0,War Room,PG,2015-08-28,120.0,6.5,Priscilla C. Shirer,14000.0,Alex Kendrick,2015
65000000.0,Sparkle Roll Media,China,Daniel Lee,Action,122606884.0,Dragon Blade,R,2015-06-04,127.0,6.0,Jackie Chan,19000.0,Daniel Lee,2015
25000000.0,Open Road Films (II),United States,Garry Marshall,Comedy,48782670.0,Mother's Day,PG-13,2016-04-29,118.0,5.7,Jennifer Aniston,35000.0,Anya Kochoff,2016
175000000.0,Atlas Entertainment,United States,David Ayer,Action,746846894.0,Suicide Squad,PG-13,2016-08-05,123.0,5.9,Will Smith,625000.0,David Ayer,2016
90000000.0,Metro-Goldwyn-Mayer (MGM),United States,Antoine Fuqua,Action,162360636.0,The Magnificent Seven,PG-13,2016-06-23,132.0,6.9,Denzel Washington,191000.0,Akira Kurosawa,2016
250000000.0,Marvel Studios,United States,Anthony Russo,Action,1153337496.0,Captain America: Civil War,PG-13,2016-05-06,147.0,7.8,Chris Evans,694000.0,Christopher Markus,2016
160000000.0,Legendary Entertainment,China,Duncan Jones,Action,439048914.0,Warcraft,PG-13,2016-06-10,123.0,6.8,Travis Fimmel,249000.0,Charles Leavitt,2016
58000000.0,Twentieth Century Fox,United States,Tim Miller,Action,782836791.0,Deadpool,R,2016-02-12,108.0,8.0,Ryan Reynolds,932000.0,Rhett Reese,2016
165000000.0,Marvel Studios,United States,Scott Derrickson,Action,677796076.0,Doctor Strange,PG-13,2016-11-04,115.0,7.5,Benedict Cumberbatch,628000.0,Jon Spaihts,2016
9000000.0,Universal Pictures,United States,M. Night Shyamalan,Horror,278454417.0,Split,PG-13,2017-01-20,117.0,7.3,James McAvoy,446000.0,M. Night Shyamalan,2016
20000000.0,Metro-Goldwyn-Mayer (MGM),United Kingdom,Thea Sharrock,Drama,208314186.0,Me Before You,PG-13,2016-06-03,106.0,7.4,Emilia Clarke,220000.0,Jojo Moyes,2016
9900000.0,Screen Gems,United States,Fede Alvarez,Crime,157830487.0,Don't Breathe,R,2016-08-26,88.0,7.1,Stephen Lang,235000.0,Fede Alvarez,2016
150000000.0,Hurwitz Creative,United States,Directors,Animation,644411850.0,Moana,PG,2016-11-23,107.0,7.6,Auli'i Cravalho,289000.0,Jared Bush,2016
47000000.0,Lava Bear Films,United States,Denis Villeneuve,Drama,203388186.0,Arrival,PG-13,2016-11-11,116.0,7.9,Amy Adams,621000.0,Eric Heisserer,2016
178000000.0,Twentieth Century Fox,United States,Bryan Singer,Action,543934105.0,X-Men: Apocalypse,PG-13,2016-05-27,144.0,6.9,James McAvoy,404000.0,Simon Kinberg,2016
5000000.0,Electric City Entertainment,United States,Matt Ross,Comedy,23123592.0,Captain Fantastic,R,2016-07-29,118.0,7.9,Viggo Mortensen,201000.0,Matt Ross,2016
185000000.0,Paramount Pictures,United States,Justin Lin,Action,343471816.0,Star Trek Beyond,PG-13,2016-07-22,122.0,7.0,Chris Pine,234000.0,Simon Pegg,2016
75000000.0,Dentsu,United States,Garth Jennings,Animation,634208384.0,Sing,PG,2016-12-21,108.0,7.1,Matthew McConaughey,140000.0,Garth Jennings,2016
30000000.0,Summit Entertainment,United States,Damien Chazelle,Comedy,448906865.0,La La Land,PG-13,2016-12-25,128.0,8.0,Ryan Gosling,527000.0,Damien Chazelle,2016
40000000.0,New Line Cinema,Canada,James Wan,Horror,321788219.0,The Conjuring 2,R,2016-06-10,134.0,7.3,Vera Farmiga,242000.0,Chad Hayes,2016
110000000.0,Columbia Pictures,United States,Morten Tyldum,Drama,303144152.0,Passengers,PG-13,2016-12-21,116.0,7.0,Jennifer Lawrence,364000.0,Jon Spaihts,2016
150000000.0,Walt Disney Pictures,United States,Byron Howard,Animation,1024121104.0,Zootopia,PG,2016-03-04,108.0,8.0,Ginnifer Goodwin,450000.0,Byron Howard,2016
115000000.0,Universal Pictures,United States,Cedric Nicolas-Troyan,Action,164989338.0,The Huntsman: Winter's War,PG-13,2016-04-22,114.0,6.1,Chris Hemsworth,101000.0,Evan Spiliotopoulos,2016
